YEARQ,IDHH,ICPSR,PANEL_ROT_GROUP,URBANICITY,LIV_TYPE,UNITS,OUTSIDE,GATED,RESTRICTED,INCOME,RACE_HOH,PRINCIPAL_REL,PRINCIPAL_AGE,PRINCIPAL_MARITAL,PRINCIPAL_SEX,PRINCIPAL_ARMFOR,PRINCIPAL_ED,PRINCIPAL_RACE,PRINCIPAL_HISP,REF_AGE,REF_MARITAL,REF_SEX,REF_ARMFOR,REF_ED,REF_RACE,REF_HISP,NUM_OVER12,NUM_UNDER12,NUM_REPORT,BUSINESS,BUSINESS_SIGN,BROKEN_IN,NUM_BROKEN_IN,NUM_VEHICLE,VEHICLE_THEFT,NUM_VEHICLE_THEFT,COLLEGE,PUBLIC,INDIAN_RES,FAMILY_STRUCTURE,REGION,PRINCIPAL_SCHOOL,REF_SCHOOL,REF_REL,AGE,MARITAL,SEX,ARMFOR,ED,RACE,HISP,STOLEN,NUM_STOLEN,ATTACK_LOC,WEAPON,NUM_WEAPON,OFFENDER_KNOWN,NUM_OFFENDER_KNOWN,FORCED_SEX,NUM_FORCED_SEX,POLICE,NO_POLICE,DIS_HEAR,DIS_VIS,DIS_LEARN,DIS_PHYS,DIS_DRESS_BATHE,DIS_LEAVING_HOME,CITIZENSHIP,SEXUAL_ORIENTATION,ACTIVE_DUTY,JOB_WEEK,JOB_6MO,JOB_2WEEK,JOB,EMP_TYPE,JOB_LOC,JOB_COLLEGE,ATT_COLLEGE,NUM_INCIDENTS
2020.1,1.82E+24,1,35,2,1,6,1,1,1,16,99,11,26,5,2,2,45,1,2,26,5,2,2,45,1,2,2,0,1,2,9,2,999,2,2,999,2,2,2,30,1,4,4,11,26,5,2,2,45,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,4,1,1,2,4,1
2020.1,1.82E+24,6,24,2,1,1,9,2,2,17,99,11,39,5,1,2,41,1,2,39,5,1,2,41,1,2,2,0,1,2,9,2,999,2,2,999,2,9,2,14,2,4,4,10,57,5,1,2,42,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,1,4,1,9,9,5,1,2,2,4,1
2020.1,1.82E+24,11,35,2,1,1,9,2,2,6,99,11,28,3,2,2,44,1,2,28,3,2,2,44,1,2,1,2,1,2,9,1,1,3,2,999,2,2,2,28,2,1,1,11,28,3,2,2,44,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,6,2,1,9,9,27,1,1,2,1,1
2020.1,1.82E+24,8,25,2,1,1,9,2,2,11,99,11,36,1,1,2,40,1,2,36,1,1,2,40,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,16,2,4,4,11,36,1,1,2,40,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.82E+24,5,24,2,1,1,9,2,2,12,99,2,29,1,2,2,28,1,2,27,1,1,2,40,1,2,2,3,1,2,9,2,999,2,2,999,2,2,2,4,2,1,1,2,29,1,2,2,28,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,15,1,1,2,1,1
2020.1,1.82E+24,7,25,1,1,1,9,2,2,15,99,11,40,5,1,2,41,1,2,40,5,1,2,41,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,16,2,4,4,11,40,5,1,2,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.82E+24,6,35,2,1,6,2,2,2,9,99,11,31,5,2,2,40,1,2,31,5,2,2,40,1,2,2,1,1,2,9,2,999,2,2,999,2,2,2,26,2,4,4,11,31,5,2,2,40,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.82E+24,6,24,2,1,1,9,2,2,16,99,2,58,1,2,2,42,1,2,68,1,1,9,45,1,2,2,0,1,2,9,2,999,2,2,999,2,9,2,8,2,4,4,2,58,1,2,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,1,2,99,9,9,9,4,1
2020.1,1.82E+24,2,14,2,1,1,9,2,2,5,99,11,72,1,2,9,40,1,2,72,1,2,9,40,1,2,2,0,2,2,9,2,999,1,2,999,2,2,2,24,2,4,4,11,72,1,2,9,40,1,2,1,2,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.82E+24,2,14,2,1,1,9,2,2,5,99,11,72,1,2,9,40,1,2,72,1,2,9,40,1,2,2,0,2,2,9,2,999,1,2,999,2,2,2,24,2,4,4,11,72,1,2,9,40,1,2,1,2,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.82E+24,12,34,2,1,1,9,2,2,13,99,11,67,1,2,9,28,1,2,67,1,2,9,28,1,2,3,0,2,2,9,2,999,1,2,999,2,9,2,21,2,4,4,11,67,1,2,9,28,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.82E+24,12,34,2,1,1,9,2,2,13,99,11,67,1,2,9,28,1,2,67,1,2,9,28,1,2,3,0,2,2,9,2,999,1,2,999,2,9,2,21,2,4,4,9,15,5,2,9,10,1,2,2,999,2,2,999,2,999,1,1,2,2,2,2,1,2,2,2,1,9,9,9,9,9,99,9,9,9,0,1
2020.1,1.82E+24,4,25,1,1,2,2,2,2,5,99,11,33,5,1,2,28,4,2,33,5,1,2,28,4,2,1,0,1,2,9,2,999,1,2,999,2,2,2,16,2,4,4,11,33,5,1,2,28,4,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,2,2,4,1
2020.1,1.82E+24,10,35,1,1,2,2,2,2,16,99,11,61,1,2,2,42,1,2,61,1,2,2,42,1,2,3,0,1,2,9,2,999,1,2,999,2,9,2,21,2,4,4,1,58,1,1,2,43,7,2,2,999,2,1,1,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,5,1,2,2,4,1
2020.1,1.82E+24,1,14,2,1,1,9,2,2,12,99,11,40,4,2,2,28,1,2,40,4,2,2,28,1,2,5,0,1,2,9,2,999,3,2,999,2,2,2,30,2,4,4,11,40,4,2,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,23,1,1,2,4,1
2020.1,1.82E+24,10,35,2,1,1,9,2,2,15,99,2,39,1,2,2,42,1,2,46,1,1,2,42,1,2,3,2,1,2,9,2,999,2,2,999,2,9,2,4,2,1,1,3,13,5,1,9,6,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,9,1,9,9,9,9,9,99,9,9,9,0,1
2020.1,1.82E+24,3,15,2,1,1,9,2,2,8,99,11,35,5,1,2,11,6,2,35,5,1,2,11,6,2,3,0,1,2,9,2,999,0,9,999,2,2,2,14,2,0,0,10,21,5,1,2,28,1,2,2,999,2,2,999,1,1,2,999,2,2,2,2,1,2,2,1,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.82E+24,1,14,2,1,1,9,2,2,6,99,11,51,1,2,2,28,1,2,51,1,2,2,28,1,2,2,0,1,1,2,2,999,3,2,999,2,9,2,24,2,4,4,1,70,1,1,9,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,4,1,9,9,27,4,4,2,4,1
2020.1,1.82E+24,1,14,3,1,1,9,2,2,12,99,2,51,1,2,2,28,1,2,55,1,1,2,28,1,2,3,0,1,1,2,2,999,4,2,999,2,9,2,5,2,4,4,3,26,5,1,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,4,1,9,9,27,1,1,2,2,1
2020.1,1.82E+24,3,15,2,1,6,2,2,1,2,99,11,46,5,2,2,27,1,2,46,5,2,2,27,1,2,1,0,1,2,9,2,999,0,9,999,2,1,2,32,2,4,4,11,46,5,2,2,27,1,2,1,1,2,2,999,2,999,2,999,1,2,2,2,1,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.82E+24,8,25,2,1,1,9,2,2,16,99,2,40,1,2,2,41,1,2,43,1,1,2,28,1,2,4,0,2,1,2,2,999,3,2,999,2,9,2,4,2,4,4,2,40,1,2,2,41,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,9,3,2,2,4,2
2020.1,1.82E+24,8,25,2,1,1,9,2,2,16,99,2,40,1,2,2,41,1,2,43,1,1,2,28,1,2,4,0,2,1,2,2,999,3,2,999,2,9,2,4,2,4,4,2,40,1,2,2,41,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,9,3,2,2,4,2
2020.1,1.82E+24,10,35,2,1,1,9,2,1,10,99,11,39,1,2,2,28,1,2,39,1,2,2,28,1,2,4,1,4,2,9,2,999,3,2,999,2,9,2,20,2,4,4,1,40,1,1,2,28,1,2,2,999,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,4
2020.1,1.82E+24,10,35,2,1,1,9,2,1,10,99,11,39,1,2,2,28,1,2,39,1,2,2,28,1,2,4,1,4,2,9,2,999,3,2,999,2,9,2,20,2,4,4,1,40,1,1,2,28,1,2,2,999,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,4
2020.1,1.82E+24,10,35,2,1,1,9,2,1,10,99,11,39,1,2,2,28,1,2,39,1,2,2,28,1,2,4,1,4,2,9,2,999,3,2,999,2,9,2,20,2,4,4,1,40,1,1,2,28,1,2,2,999,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,4
2020.1,1.82E+24,10,35,2,1,1,9,2,1,10,99,11,39,1,2,2,28,1,2,39,1,2,2,28,1,2,4,1,4,2,9,2,999,3,2,999,2,9,2,20,2,4,4,1,40,1,1,2,28,1,2,2,999,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,4
2020.1,1.82E+24,4,14,2,1,1,9,2,2,16,99,2,55,1,2,2,42,1,2,56,1,1,2,41,1,2,2,0,1,2,9,2,999,4,2,999,2,9,2,8,3,4,4,11,56,1,1,2,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,2,2,4,1
2020.1,1.82E+24,8,24,2,1,1,9,2,2,16,99,2,53,1,2,2,45,1,2,53,1,1,2,41,1,2,2,0,1,2,9,2,999,2,2,999,2,9,2,8,2,4,4,2,53,1,2,2,45,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,15,3,2,2,4,1
2020.1,1.82E+24,4,14,1,1,1,9,2,2,15,99,11,31,1,2,2,43,1,2,31,1,2,2,43,1,2,2,0,1,2,9,2,999,2,2,999,2,9,2,24,2,4,4,1,31,1,1,2,42,1,2,2,999,2,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.82E+24,4,14,2,1,2,2,2,2,10,99,2,35,1,2,2,28,4,2,53,1,1,2,40,4,2,4,7,3,2,9,1,1,2,2,999,2,2,2,4,2,4,4,11,53,1,1,2,40,4,2,1,2,2,2,999,2,999,2,999,1,1,2,1,2,2,2,1,4,2,1,2,2,9,99,9,9,9,4,3
2020.1,1.82E+24,4,14,2,1,2,2,2,2,10,99,2,35,1,2,2,28,4,2,53,1,1,2,40,4,2,4,7,3,2,9,1,1,2,2,999,2,2,2,4,2,4,4,11,53,1,1,2,40,4,2,1,2,2,2,999,2,999,2,999,1,1,2,1,2,2,2,1,4,2,1,2,2,9,99,9,9,9,4,3
2020.1,1.82E+24,4,14,2,1,2,2,2,2,10,99,2,35,1,2,2,28,4,2,53,1,1,2,40,4,2,4,7,3,2,9,1,1,2,2,999,2,2,2,4,2,4,4,11,53,1,1,2,40,4,2,1,2,2,2,999,2,999,2,999,1,1,2,1,2,2,2,1,4,2,1,2,2,9,99,9,9,9,4,3
2020.1,1.82E+24,7,24,2,1,2,2,2,2,16,99,11,50,1,2,2,42,1,2,50,1,2,2,42,1,2,3,0,1,2,9,2,999,3,2,999,2,9,2,21,2,4,4,4,19,5,2,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,1,2,2,2,1,2,1,1,9,9,23,1,2,2,1,1
2020.1,1.82E+24,6,24,2,1,2,1,2,2,10,99,2,77,1,2,9,40,1,2,77,1,1,9,42,1,2,2,0,2,2,9,2,999,2,2,999,2,9,2,8,2,4,4,11,77,1,1,9,42,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.82E+24,6,24,2,1,2,1,2,2,10,99,2,77,1,2,9,40,1,2,77,1,1,9,42,1,2,2,0,2,2,9,2,999,2,2,999,2,9,2,8,2,4,4,11,77,1,1,9,42,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.82E+24,10,35,2,1,1,9,2,2,18,99,11,59,3,2,2,42,1,2,59,3,2,2,42,1,2,2,0,1,2,9,2,999,2,2,999,2,9,2,30,2,4,4,10,62,3,1,2,28,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,9,1,1,9,9,27,4,4,2,4,1
2020.1,1.82E+24,4,15,2,1,1,9,2,2,11,99,11,73,3,2,9,27,2,2,73,3,2,9,27,2,2,1,0,2,2,9,1,1,0,9,999,2,9,2,32,2,4,4,11,73,3,2,9,27,2,2,1,1,2,2,999,2,999,2,999,2,2,2,1,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.82E+24,4,15,2,1,1,9,2,2,11,99,11,73,3,2,9,27,2,2,73,3,2,9,27,2,2,1,0,2,2,9,1,1,0,9,999,2,9,2,32,2,4,4,11,73,3,2,9,27,2,2,1,1,2,2,999,2,999,2,999,2,2,2,1,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.84E+24,6,24,2,1,1,9,2,2,13,99,11,68,3,2,9,41,1,2,68,3,2,9,41,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,32,2,4,4,11,68,3,2,9,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,1,2,1,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,12,35,1,1,2,2,2,2,3,99,11,34,8,2,2,40,2,2,34,8,2,2,40,2,2,1,0,1,2,9,2,999,1,2,999,2,2,2,32,2,4,4,11,34,8,2,2,40,2,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,24,3,1,2,4,1
2020.1,1.84E+24,9,34,3,1,1,9,2,2,15,99,11,63,1,2,2,28,1,2,63,1,2,2,28,1,2,3,1,1,2,9,2,999,4,2,999,2,9,2,17,4,4,4,11,63,1,2,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,5,25,2,1,1,9,2,2,10,99,11,63,2,2,2,43,2,2,63,2,2,2,43,2,2,1,0,3,2,9,2,999,1,2,999,2,9,2,32,2,4,4,11,63,2,2,2,43,2,2,1,1,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,6,1,2,1,1,19,3,1,2,4,3
2020.1,1.84E+24,5,25,2,1,1,9,2,2,10,99,11,63,2,2,2,43,2,2,63,2,2,2,43,2,2,1,0,3,2,9,2,999,1,2,999,2,9,2,32,2,4,4,11,63,2,2,2,43,2,2,1,1,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,6,1,2,1,1,19,3,1,2,4,3
2020.1,1.84E+24,5,25,2,1,1,9,2,2,10,99,11,63,2,2,2,43,2,2,63,2,2,2,43,2,2,1,0,3,2,9,2,999,1,2,999,2,9,2,32,2,4,4,11,63,2,2,2,43,2,2,1,1,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,6,1,2,1,1,19,3,1,2,4,3
2020.1,1.84E+24,7,24,2,1,1,9,2,2,9,99,11,54,5,1,2,28,1,2,54,5,1,2,28,1,2,1,0,2,1,2,2,999,1,2,999,2,9,2,16,2,4,4,11,54,5,1,2,28,1,2,1,1,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,2
2020.1,1.84E+24,7,24,2,1,1,9,2,2,9,99,11,54,5,1,2,28,1,2,54,5,1,2,28,1,2,1,0,2,1,2,2,999,1,2,999,2,9,2,16,2,4,4,11,54,5,1,2,28,1,2,1,1,1,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,2
2020.1,1.84E+24,12,35,2,1,1,9,2,2,16,99,11,39,3,2,2,40,1,2,39,3,2,2,40,1,2,1,1,1,2,9,2,999,1,2,999,2,9,1,28,4,4,4,11,39,3,2,2,40,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,8,25,1,1,6,2,2,2,12,99,2,63,3,2,2,28,1,2,61,3,1,2,40,1,2,2,0,1,2,9,1,1,0,9,999,2,9,2,8,2,4,4,11,61,3,1,2,40,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,1,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,6,25,2,1,1,9,2,2,13,99,11,46,5,1,2,28,1,1,46,5,1,2,28,1,1,1,0,1,2,9,2,999,1,1,1,2,2,2,16,2,4,4,11,46,5,1,2,28,1,1,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,6,25,2,1,1,9,2,2,15,99,11,46,1,2,2,40,6,2,46,1,2,2,40,6,2,3,0,1,2,9,2,999,4,2,999,2,9,2,20,4,4,4,11,46,1,2,2,40,6,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,1,1,27,1,1,2,4,1
2020.1,1.84E+24,7,25,3,1,1,9,2,2,17,99,2,64,1,2,2,40,1,2,66,1,1,9,43,1,2,2,0,1,2,9,2,999,3,2,999,2,9,2,8,4,4,4,2,64,1,2,2,40,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,2,14,2,1,1,9,2,2,5,99,11,68,2,2,9,11,1,1,68,2,2,9,11,1,1,5,0,2,2,9,2,999,3,1,1,2,9,2,31,4,4,4,11,68,2,2,9,11,1,1,2,999,2,2,999,2,999,2,999,2,2,2,1,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,2,14,2,1,1,9,2,2,5,99,11,68,2,2,9,11,1,1,68,2,2,9,11,1,1,5,0,2,2,9,2,999,3,1,1,2,9,2,31,4,4,4,3,51,3,1,2,11,1,1,2,999,1,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,1
2020.1,1.84E+24,9,35,2,1,1,9,2,2,2,99,11,72,2,2,9,28,1,1,72,2,2,9,28,1,1,1,0,1,2,9,2,999,1,2,999,2,2,2,32,4,4,4,11,72,2,2,9,28,1,1,2,999,1,2,999,2,999,2,999,2,2,1,1,2,1,1,2,4,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,5,34,2,1,6,1,2,2,12,99,11,66,3,1,9,42,1,2,66,3,1,9,42,1,2,1,0,1,2,9,2,999,2,2,999,2,9,2,16,4,4,4,11,66,3,1,9,42,1,2,1,1,2,2,999,2,999,2,999,2,2,1,2,2,1,2,2,1,6,4,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,8,25,2,1,1,9,2,2,13,99,11,29,1,1,2,28,1,2,29,1,1,2,28,1,2,2,2,1,2,9,2,999,2,2,999,2,2,2,9,4,4,4,4,30,1,2,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,23,1,1,2,4,1
2020.1,1.84E+24,11,35,3,1,1,9,2,2,17,99,2,65,1,2,2,28,1,2,75,1,1,9,40,1,2,3,0,1,2,9,2,999,4,2,999,2,9,2,5,4,4,4,11,75,1,1,9,40,1,2,1,1,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,5,24,2,1,1,9,2,2,8,99,2,57,1,2,2,41,1,2,57,1,2,2,41,1,2,2,0,2,2,9,1,2,1,2,999,2,1,2,34,2,4,4,2,57,1,2,2,41,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,1,1,1,9,9,27,4,3,2,4,2
2020.1,1.84E+24,5,24,2,1,1,9,2,2,8,99,2,57,1,2,2,41,1,2,57,1,2,2,41,1,2,2,0,2,2,9,1,2,1,2,999,2,1,2,34,2,4,4,2,57,1,2,2,41,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,1,1,1,9,9,27,4,3,2,4,2
2020.1,1.84E+24,6,24,2,1,1,9,2,2,12,99,2,72,1,2,9,40,1,2,73,1,1,9,40,1,2,2,0,1,2,9,2,999,3,2,999,2,9,2,8,2,4,4,11,73,1,1,9,40,1,2,2,999,2,1,1,2,999,2,999,2,2,1,2,1,2,2,2,1,2,2,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,1,25,3,1,1,9,2,2,15,99,2,64,1,2,2,42,1,2,65,1,1,2,40,1,2,2,0,3,1,2,2,999,3,2,999,2,9,2,8,2,4,4,11,65,1,1,2,40,1,2,1,3,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,1,9,9,27,4,3,2,4,3
2020.1,1.84E+24,1,25,3,1,1,9,2,2,15,99,2,64,1,2,2,42,1,2,65,1,1,2,40,1,2,2,0,3,1,2,2,999,3,2,999,2,9,2,8,2,4,4,11,65,1,1,2,40,1,2,1,3,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,1,9,9,27,4,3,2,4,3
2020.1,1.84E+24,1,25,3,1,1,9,2,2,15,99,2,64,1,2,2,42,1,2,65,1,1,2,40,1,2,2,0,3,1,2,2,999,3,2,999,2,9,2,8,2,4,4,11,65,1,1,2,40,1,2,1,3,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,1,9,9,27,4,3,2,4,3
2020.1,1.84E+24,12,35,2,5,1,9,2,2,8,99,11,66,2,2,9,40,1,2,66,2,2,9,40,1,2,1,0,2,2,9,2,999,2,1,2,2,9,2,32,2,4,4,11,66,2,2,9,40,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.84E+24,12,35,2,5,1,9,2,2,8,99,11,66,2,2,9,40,1,2,66,2,2,9,40,1,2,1,0,2,2,9,2,999,2,1,2,2,9,2,32,2,4,4,11,66,2,2,9,40,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.84E+24,3,15,2,6,1,9,2,2,13,99,11,41,1,2,2,27,1,2,41,1,2,2,27,1,2,2,1,3,2,9,2,999,4,2,999,2,9,1,20,2,4,4,11,41,1,2,2,27,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.84E+24,3,15,2,6,1,9,2,2,13,99,11,41,1,2,2,27,1,2,41,1,2,2,27,1,2,2,1,3,2,9,2,999,4,2,999,2,9,1,20,2,4,4,11,41,1,2,2,27,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.84E+24,3,15,2,6,1,9,2,2,13,99,11,41,1,2,2,27,1,2,41,1,2,2,27,1,2,2,1,3,2,9,2,999,4,2,999,2,9,1,20,2,4,4,1,49,1,1,2,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,26,1,4,2,4,1
2020.1,1.84E+24,7,25,3,1,1,9,2,2,13,99,11,48,3,2,2,41,1,2,48,3,2,2,41,1,2,4,0,1,2,9,2,999,3,2,999,2,9,2,26,2,4,4,11,48,3,2,2,41,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,11,35,2,1,6,1,2,1,10,99,11,63,3,2,2,40,1,2,63,3,2,2,40,1,2,2,0,1,2,9,2,999,2,2,999,2,2,2,29,2,4,4,11,63,3,2,2,40,1,2,2,999,2,1,1,2,999,2,999,1,2,2,2,2,2,2,2,1,6,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,8,24,2,1,1,9,2,2,13,99,11,26,5,2,2,28,1,2,26,5,2,2,28,1,2,1,1,1,2,9,2,999,1,2,999,2,2,2,28,2,1,1,11,26,5,2,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,1,1
2020.1,1.84E+24,6,24,2,1,1,9,2,2,12,99,11,87,3,2,9,28,1,2,87,3,2,9,28,1,2,2,0,1,2,9,2,999,2,2,999,2,2,2,29,4,4,4,11,87,3,2,9,28,1,2,1,1,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,6,25,2,1,6,2,2,2,12,99,11,78,2,2,9,41,1,2,78,2,2,9,41,1,2,1,0,1,2,9,2,999,0,9,999,2,2,2,32,4,4,4,11,78,2,2,9,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,1,1,1,2,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.84E+24,10,34,2,1,1,9,2,2,16,99,11,60,1,2,2,40,1,2,60,1,2,2,40,1,2,2,0,1,2,9,2,999,2,2,999,2,9,2,24,4,4,4,11,60,1,2,2,40,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,1,15,2,1,1,9,2,2,10,99,11,35,5,2,2,28,2,2,35,5,2,2,28,2,2,3,2,1,2,9,2,999,2,1,1,2,2,2,20,2,4,4,1,45,5,1,2,40,2,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,4,15,2,1,1,9,2,2,16,99,11,39,1,2,2,43,6,2,39,1,2,2,43,6,2,3,2,1,2,9,2,999,3,2,999,2,9,2,20,2,4,4,1,38,1,1,2,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.84E+24,5,25,2,1,1,9,2,2,17,99,11,62,3,1,2,42,1,2,62,3,1,2,42,1,2,2,0,1,2,9,2,999,1,2,999,2,9,2,13,2,4,4,11,62,3,1,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,4,1,1,2,4,1
