YEARQ,IDHH,ICPSR,PANEL_ROT_GROUP,URBANICITY,LIV_TYPE,UNITS,OUTSIDE,GATED,RESTRICTED,INCOME,RACE_HOH,PRINCIPAL_REL,PRINCIPAL_AGE,PRINCIPAL_MARITAL,PRINCIPAL_SEX,PRINCIPAL_ARMFOR,PRINCIPAL_ED,PRINCIPAL_RACE,PRINCIPAL_HISP,REF_AGE,REF_MARITAL,REF_SEX,REF_ARMFOR,REF_ED,REF_RACE,REF_HISP,NUM_OVER12,NUM_UNDER12,NUM_REPORT,BUSINESS,BUSINESS_SIGN,BROKEN_IN,NUM_BROKEN_IN,NUM_VEHICLE,VEHICLE_THEFT,NUM_VEHICLE_THEFT,COLLEGE,PUBLIC,INDIAN_RES,FAMILY_STRUCTURE,REGION,PRINCIPAL_SCHOOL,REF_SCHOOL,REF_REL,AGE,MARITAL,SEX,ARMFOR,ED,RACE,HISP,STOLEN,NUM_STOLEN,ATTACK_LOC,WEAPON,NUM_WEAPON,OFFENDER_KNOWN,NUM_OFFENDER_KNOWN,FORCED_SEX,NUM_FORCED_SEX,POLICE,NO_POLICE,DIS_HEAR,DIS_VIS,DIS_LEARN,DIS_PHYS,DIS_DRESS_BATHE,DIS_LEAVING_HOME,CITIZENSHIP,SEXUAL_ORIENTATION,ACTIVE_DUTY,JOB_WEEK,JOB_6MO,JOB_2WEEK,JOB,EMP_TYPE,JOB_LOC,JOB_COLLEGE,ATT_COLLEGE,NUM_INCIDENTS
2020.1,1.60E+24,8,21,2,1,1,9,2,2,18,99,11,48,4,1,2,28,1,2,48,4,1,2,28,1,2,3,0,7,2,9,2,999,3,2,999,2,2,2,12,4,4,4,11,48,4,1,2,28,1,2,1,2,1,2,999,2,999,2,999,2,2,2,2,1,2,2,2,1,3,4,1,9,9,27,1,1,2,4,7
2020.1,1.60E+24,8,21,2,1,1,9,2,2,18,99,11,48,4,1,2,28,1,2,48,4,1,2,28,1,2,3,0,7,2,9,2,999,3,2,999,2,2,2,12,4,4,4,11,48,4,1,2,28,1,2,1,2,1,2,999,2,999,2,999,2,2,2,2,1,2,2,2,1,3,4,1,9,9,27,1,1,2,4,7
2020.1,1.60E+24,8,37,2,1,1,9,2,2,15,99,11,32,5,1,2,28,1,1,32,5,1,2,28,1,1,2,0,2,2,9,2,999,4,2,999,2,9,2,14,4,4,4,11,32,5,1,2,28,1,1,1,1,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,6,1,1,9,9,27,1,1,2,4,2
2020.1,1.60E+24,8,37,2,1,1,9,2,2,15,99,11,32,5,1,2,28,1,1,32,5,1,2,28,1,1,2,0,2,2,9,2,999,4,2,999,2,9,2,14,4,4,4,11,32,5,1,2,28,1,1,1,1,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,6,1,1,9,9,27,1,1,2,4,2
2020.1,1.60E+24,8,21,2,1,1,9,2,2,12,99,11,41,1,2,2,42,1,2,41,1,2,2,42,1,2,4,2,1,2,9,2,999,4,2,999,2,2,2,17,4,4,4,11,41,1,2,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,2,2,1,1,9,9,27,1,1,1,4,1
2020.1,1.60E+24,9,31,2,1,1,9,2,2,16,99,2,50,1,2,2,27,1,2,46,1,1,2,27,1,2,3,0,1,2,9,2,999,3,2,999,2,2,2,5,4,4,4,11,46,1,1,2,27,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,26,1,1,2,4,1
2020.1,1.60E+24,7,27,1,1,2,1,2,2,16,99,11,34,1,2,2,43,1,2,34,1,2,2,43,1,2,2,0,1,2,9,2,999,1,2,999,2,9,2,30,4,4,4,10,34,1,1,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,3,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,10,31,1,1,6,2,2,1,13,99,11,79,3,2,9,43,1,2,79,3,2,9,43,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,32,4,4,4,11,79,3,2,9,43,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,1,2,1,1,2,1,2,2,9,99,9,9,9,4,1
2020.1,1.60E+24,4,11,2,1,1,9,2,2,18,99,2,49,1,2,2,43,1,2,51,1,1,2,42,1,2,2,1,1,2,9,2,999,3,2,999,2,9,2,4,4,4,4,11,51,1,1,2,42,1,2,2,999,2,1,1,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,4,17,2,1,1,9,1,1,18,99,11,76,1,1,9,44,1,2,76,1,1,9,44,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,16,4,4,4,11,76,1,1,9,44,1,2,1,1,2,2,999,2,999,2,999,2,2,1,2,2,1,2,2,5,2,1,1,9,9,27,1,4,2,4,1
2020.1,1.60E+24,18,31,2,1,5,1,2,2,15,99,11,28,5,1,2,42,3,2,28,5,1,2,42,3,2,3,0,1,2,9,2,999,3,2,999,2,2,2,14,4,4,4,11,28,5,1,2,42,3,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,23,1,1,2,4,1
2020.1,1.60E+24,11,37,2,1,5,1,2,2,13,99,11,39,1,2,2,42,1,2,39,1,2,2,42,1,2,3,2,1,2,9,2,999,4,1,1,1,2,2,17,4,4,4,11,39,1,2,2,42,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,1,1,27,3,3,2,4,1
2020.1,1.60E+24,6,27,2,1,1,9,2,2,15,99,11,39,3,2,2,42,1,2,39,3,2,2,42,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,32,4,4,4,11,39,3,2,2,42,1,2,2,999,2,2,999,1,1,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,2,1,1,2,4,1
2020.1,1.60E+24,11,31,1,1,6,2,1,1,5,99,11,34,5,2,2,41,4,2,34,5,2,2,41,4,2,1,0,1,2,9,2,999,0,9,999,2,2,2,32,1,4,4,11,34,5,2,2,41,4,2,2,999,2,2,999,1,1,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,23,1,1,2,4,1
2020.1,1.60E+24,3,21,2,1,1,9,2,2,16,99,11,43,1,2,2,28,1,2,43,1,2,2,28,1,2,4,1,1,2,9,2,999,3,2,999,2,9,2,20,3,4,4,1,46,1,1,2,41,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,6,21,2,1,5,1,2,2,13,99,11,35,3,2,2,42,1,2,35,3,2,2,42,1,2,2,1,1,2,9,2,999,1,2,999,2,2,2,28,4,4,4,11,35,3,2,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,4,1,9,9,27,3,1,2,4,1
2020.1,1.60E+24,11,31,1,1,6,2,2,1,17,99,11,36,5,1,2,42,1,2,36,5,1,2,42,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,16,4,4,4,11,36,5,1,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,10,37,2,1,1,9,2,2,18,99,2,55,1,2,2,40,1,1,63,1,1,2,42,1,1,5,0,1,2,9,2,999,4,2,999,2,9,2,5,4,4,4,2,55,1,2,2,40,1,1,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,4,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,7,27,2,1,2,1,2,2,7,99,11,56,3,2,2,41,1,2,56,3,2,2,41,1,2,2,0,2,2,9,2,999,2,2,999,2,2,2,29,4,4,4,3,30,5,1,2,40,1,2,1,1,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.60E+24,7,27,2,1,2,1,2,2,7,99,11,56,3,2,2,41,1,2,56,3,2,2,41,1,2,2,0,2,2,9,2,999,2,2,999,2,2,2,29,4,4,4,3,30,5,1,2,40,1,2,1,1,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,2
2020.1,1.60E+24,2,17,2,1,1,9,2,2,15,99,11,61,1,2,2,41,5,2,61,1,2,2,41,5,2,4,0,1,2,9,2,999,3,2,999,2,9,2,21,4,4,4,4,20,5,2,2,40,9,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,1,1
2020.1,1.60E+24,27,21,2,1,1,9,2,2,8,99,11,47,4,2,2,11,1,2,47,4,2,2,11,1,2,1,1,1,2,9,2,999,1,1,1,2,1,2,28,4,4,4,11,47,4,2,2,11,1,2,2,999,2,2,999,2,999,2,999,2,2,1,2,1,1,2,2,1,2,2,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,8,27,3,1,1,9,2,2,12,99,2,63,1,2,2,28,1,2,63,1,1,2,10,1,2,2,0,1,2,9,2,999,4,2,999,2,9,2,8,4,4,4,11,63,1,1,2,10,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,1,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,10,37,1,1,6,2,1,1,13,99,11,37,1,2,2,28,2,2,37,1,2,2,28,2,2,2,1,1,2,9,2,999,1,2,999,2,1,2,20,1,4,4,11,37,1,2,2,28,2,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,5,2,1,2,1,1,23,1,2,2,4,1
2020.1,1.60E+24,15,31,2,1,6,1,2,2,10,99,11,33,5,1,2,28,1,1,33,5,1,2,28,1,1,2,0,1,2,9,2,999,2,2,999,2,2,2,14,3,4,4,11,33,5,1,2,28,1,1,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,5,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,7,27,2,1,1,9,2,2,17,99,11,58,3,1,2,43,4,2,58,3,1,2,43,4,2,1,0,1,2,9,2,999,1,2,999,2,9,2,16,4,4,4,11,58,3,1,2,43,4,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,4,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,3,11,2,1,1,9,2,2,12,99,11,54,3,2,2,41,1,2,54,3,2,2,41,1,2,1,0,1,2,9,2,999,1,2,999,2,9,2,32,4,4,4,11,54,3,2,2,41,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,10,37,1,1,1,9,2,2,15,99,2,49,1,2,2,40,1,2,50,1,1,2,28,1,2,4,0,2,2,9,2,999,3,1,1,2,9,2,1,4,2,4,2,49,1,2,2,40,1,2,1,1,2,2,999,2,999,2,999,2,2,8,8,8,8,8,8,1,2,1,1,9,9,98,8,8,8,2,2
2020.1,1.60E+24,10,37,1,1,1,9,2,2,15,99,2,49,1,2,2,40,1,2,50,1,1,2,28,1,2,4,0,2,2,9,2,999,3,1,1,2,9,2,1,4,2,4,2,49,1,2,2,40,1,2,1,1,2,2,999,2,999,2,999,2,2,8,8,8,8,8,8,1,2,1,1,9,9,98,8,8,8,2,2
2020.1,1.60E+24,2,17,2,1,1,9,2,2,13,99,11,31,5,2,2,42,2,2,31,5,2,2,42,2,2,1,0,1,2,9,2,999,2,2,999,2,9,2,32,3,4,4,11,31,5,2,2,42,2,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,6,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,4,11,2,1,1,9,2,2,16,99,11,41,1,2,2,40,1,2,41,1,2,2,40,1,2,3,1,1,2,9,2,999,2,2,999,2,9,2,20,2,4,4,1,57,1,1,2,42,1,2,2,999,2,1,1,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,1,9,9,27,4,1,2,4,1
2020.1,1.60E+24,7,17,2,1,2,1,2,2,13,99,11,42,1,2,2,41,1,2,42,1,2,2,41,1,2,4,0,1,2,9,2,999,2,2,999,2,2,2,25,2,4,4,3,14,5,1,9,8,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,9,1,9,9,9,9,9,99,9,9,9,0,1
2020.1,1.60E+24,10,37,2,1,5,2,2,2,12,99,2,43,1,2,2,43,1,2,43,1,1,2,42,1,2,2,0,3,2,9,2,999,1,2,999,2,2,2,8,3,4,4,2,43,1,2,2,43,1,2,1,3,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,3
2020.1,1.60E+24,10,37,2,1,5,2,2,2,12,99,2,43,1,2,2,43,1,2,43,1,1,2,42,1,2,2,0,3,2,9,2,999,1,2,999,2,2,2,8,3,4,4,2,43,1,2,2,43,1,2,1,3,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,3
2020.1,1.60E+24,10,37,2,1,5,2,2,2,12,99,2,43,1,2,2,43,1,2,43,1,1,2,42,1,2,2,0,3,2,9,2,999,1,2,999,2,2,2,8,3,4,4,2,43,1,2,2,43,1,2,1,3,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,3
2020.1,1.60E+24,1,11,2,1,1,9,2,2,16,99,11,48,1,2,2,43,1,2,48,1,2,2,43,1,2,6,1,2,1,2,2,999,3,2,999,2,9,2,20,4,4,4,4,18,5,2,2,11,2,2,2,999,2,2,999,2,999,2,999,1,2,2,2,1,2,2,1,1,2,1,1,9,9,8,1,4,2,4,1
2020.1,1.60E+24,1,11,2,1,1,9,2,2,16,99,11,48,1,2,2,43,1,2,48,1,2,2,43,1,2,6,1,2,1,2,2,999,3,2,999,2,9,2,20,4,4,4,3,17,5,1,9,8,2,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,9,2,2,9,99,9,9,9,0,1
2020.1,1.60E+24,1,21,2,1,1,9,2,2,18,99,2,36,1,2,2,42,1,2,38,1,1,2,43,1,1,5,0,1,2,9,2,999,1,2,999,2,9,2,1,4,4,4,2,36,1,2,2,42,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,4,2,2,4,1
2020.1,1.60E+24,3,11,2,1,1,9,2,2,15,99,2,45,1,2,2,40,1,2,43,1,1,2,40,3,1,2,0,1,2,9,1,1,4,2,999,2,9,2,8,4,4,4,11,43,1,1,2,40,3,1,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,10,31,2,1,1,9,2,2,15,99,11,29,5,2,2,42,1,2,29,5,2,2,42,1,2,2,0,2,2,9,1,1,2,2,999,2,2,2,30,4,4,4,11,29,5,2,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,3,1,1,9,9,7,1,1,2,4,2
2020.1,1.60E+24,10,31,2,1,1,9,2,2,15,99,11,29,5,2,2,42,1,2,29,5,2,2,42,1,2,2,0,2,2,9,1,1,2,2,999,2,2,2,30,4,4,4,11,29,5,2,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,3,1,1,9,9,7,1,1,2,4,2
2020.1,1.60E+24,10,37,2,1,5,1,2,2,8,99,11,41,4,2,2,41,1,1,41,4,2,2,41,1,1,1,1,2,2,9,1,1,0,9,999,2,1,2,28,4,3,3,11,41,4,2,2,41,1,1,1,1,2,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,3,2
2020.1,1.60E+24,10,37,2,1,5,1,2,2,8,99,11,41,4,2,2,41,1,1,41,4,2,2,41,1,1,1,1,2,2,9,1,1,0,9,999,2,1,2,28,4,3,3,11,41,4,2,2,41,1,1,1,1,2,2,999,2,999,2,999,1,2,2,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,3,2
2020.1,1.60E+24,6,31,1,1,6,1,2,1,13,99,11,26,5,2,2,42,1,2,26,5,2,2,42,1,2,1,0,1,2,9,2,999,0,9,999,2,2,2,32,4,4,4,11,26,5,2,2,42,1,2,2,999,2,1,1,2,999,2,999,2,1,2,2,2,2,2,2,1,2,1,1,9,9,27,1,1,2,4,1
2020.1,1.60E+24,7,27,1,1,6,2,2,1,18,99,11,30,5,1,2,42,1,2,30,5,1,2,42,1,2,1,0,1,2,9,2,999,2,2,999,2,2,2,16,4,4,4,11,30,5,1,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,3,2,1,9,9,27,1,2,2,4,1
2020.1,1.60E+24,2,17,3,1,1,9,2,2,15,99,11,39,5,1,2,28,1,2,39,5,1,2,28,1,2,1,0,2,1,2,1,1,4,2,999,2,9,2,16,4,4,4,11,39,5,1,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,4,4,2,4,2
2020.1,1.60E+24,2,17,3,1,1,9,2,2,15,99,11,39,5,1,2,28,1,2,39,5,1,2,28,1,2,1,0,2,1,2,1,1,4,2,999,2,9,2,16,4,4,4,11,39,5,1,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,4,4,2,4,2
2020.1,1.60E+24,26,37,2,1,1,9,2,2,12,99,11,43,1,2,2,41,1,2,43,1,2,2,41,1,2,5,2,1,2,9,2,999,3,2,999,2,9,2,20,4,4,4,11,43,1,2,2,41,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,3,2,4,1
2020.1,1.60E+24,8,21,2,1,1,9,2,2,16,99,2,51,1,2,2,43,1,2,52,1,1,2,42,1,2,3,0,1,2,9,2,999,4,2,999,2,9,2,4,4,4,4,11,52,1,1,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,2,1,9,9,27,4,1,2,4,1
2020.1,1.60E+24,1,17,2,1,1,9,2,2,16,99,11,60,3,1,2,40,1,2,60,3,1,2,40,1,2,1,0,2,2,9,2,999,3,2,999,2,9,2,16,4,4,4,11,60,3,1,2,40,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,2
2020.1,1.60E+24,1,17,2,1,1,9,2,2,16,99,11,60,3,1,2,40,1,2,60,3,1,2,40,1,2,1,0,2,2,9,2,999,3,2,999,2,9,2,16,4,4,4,11,60,3,1,2,40,1,2,1,2,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,4,2,4,2
2020.1,1.61E+24,1,11,3,1,1,9,2,2,4,99,11,30,5,2,2,28,1,2,30,5,2,2,28,1,2,1,3,1,2,9,2,999,3,2,999,2,9,2,28,2,4,4,11,30,5,2,2,28,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,9,3,1,2,4,1
2020.1,1.61E+24,1,17,2,1,4,1,2,2,12,99,11,29,1,2,2,40,1,2,29,1,2,2,40,1,2,2,2,1,2,9,2,999,2,2,999,2,2,2,20,2,4,4,11,29,1,2,2,40,1,2,2,999,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,1,2,2,4,1
2020.1,1.61E+24,6,27,2,1,1,9,2,2,15,99,11,52,5,1,2,42,1,1,52,5,1,2,42,1,1,1,0,1,2,9,2,999,1,2,999,2,9,2,16,2,4,4,11,52,5,1,2,42,1,1,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,1,1,1,9,9,27,1,1,2,4,1
2020.1,1.61E+24,11,31,1,1,6,2,1,1,1,99,11,57,5,1,2,42,2,2,57,5,1,2,42,2,2,1,0,1,2,9,2,999,0,9,999,2,2,2,16,2,4,4,11,57,5,1,2,42,2,2,1,1,2,1,1,2,999,2,999,2,2,2,2,1,1,1,2,1,3,4,2,2,9,99,9,9,9,4,1
2020.1,1.61E+24,7,21,2,1,1,9,2,2,15,99,11,53,1,2,2,41,1,2,53,1,2,2,41,1,2,3,0,1,2,9,2,999,2,2,999,2,9,2,20,4,4,4,1,49,1,1,2,42,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,2,1,9,9,16,3,1,2,4,1
2020.1,1.61E+24,15,37,2,1,1,9,2,2,16,99,11,30,1,2,2,42,1,2,30,1,2,2,42,1,2,2,0,2,2,9,2,999,4,2,999,2,2,2,24,2,4,4,11,30,1,2,2,42,1,2,1,1,2,2,999,2,999,2,999,2,1,2,2,2,2,2,2,1,2,1,1,9,9,3,1,2,2,4,1
2020.1,1.61E+24,15,37,2,1,1,9,2,2,16,99,11,30,1,2,2,42,1,2,30,1,2,2,42,1,2,2,0,2,2,9,2,999,4,2,999,2,2,2,24,2,4,4,1,27,1,1,2,42,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,27,4,4,2,4,1
2020.1,1.61E+24,4,11,2,1,1,9,2,2,12,99,11,60,1,2,2,42,1,2,60,1,2,2,42,1,2,2,0,1,1,2,2,999,3,2,999,2,9,2,24,2,4,4,1,59,1,1,2,42,1,2,2,999,1,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,4,1,1,2,4,1
2020.1,1.61E+24,7,31,2,1,1,9,2,2,6,99,11,20,5,2,2,28,1,2,20,5,2,2,28,1,2,1,0,1,2,9,2,999,2,2,999,2,9,2,32,2,4,4,11,20,5,2,2,28,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,1,2,1,1,9,9,23,1,1,2,4,1
2020.1,1.61E+24,6,11,2,1,2,1,2,2,13,99,11,46,3,2,2,43,1,2,46,3,2,2,43,1,2,4,0,1,2,9,2,999,3,2,999,2,9,2,31,3,1,1,11,46,3,2,2,43,1,2,1,1,2,2,999,2,999,2,999,2,2,2,2,2,2,2,2,3,2,1,1,9,9,10,3,3,2,1,1
2020.1,1.61E+24,12,31,2,1,1,9,2,2,16,99,11,36,5,1,2,28,1,1,36,5,1,2,28,1,1,3,1,1,2,9,2,999,4,2,999,2,9,2,10,2,4,4,10,20,5,1,2,28,1,1,2,999,2,2,999,2,999,2,999,2,1,2,2,2,2,2,2,4,2,1,1,9,9,23,1,1,2,4,1
2020.1,1.61E+24,1,11,2,1,1,9,2,2,8,99,11,85,2,2,9,42,1,2,85,2,2,9,42,1,2,2,0,1,2,9,2,999,1,2,999,2,9,2,30,2,4,4,11,85,2,2,9,42,1,2,1,1,2,2,999,2,999,2,999,2,2,1,2,2,2,2,2,1,2,1,2,2,9,99,9,9,9,4,1
